timestamp,lat,long,brand,model,constrYear,color,passengers,abLeftFront,abRightFront,abLeftMid,abRightMid,tireLeftFront,tireRightFront,tireLeftRear,tireRightRear,windowFront,windowLeftFront,windowRightFront,windowLeftRear,windowRightRear,windowRear,v10SecAgo,v5SecAgo,v3SecAgo,v2SecAgo,v1SecAgo
211,43.656406,-79.407664,Hyundai,Elantra,2002,silver,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,153,175,117,46,31
221,43.652145,-79.368547,VW,Tiguan,2007,black,2,True,True,True,True,False,False,False,True,True,False,True,False,False,False,56,32,17,11,10
223,43.658577,-79.384857,Chevrolet,Tahoe,1998,gray,5,True,True,True,True,False,False,False,False,True,False,False,False,False,True,97,78,75,63,54
225,43.638854,-79.39264,Toyota,Avensis,2004,purple,2,True,True,True,True,False,False,False,False,True,False,False,True,False,True,95,114,73,60,63
234,43.636303,-79.3997,VW,Tiguan,2010,red,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,52,56,60,47,19
235,43.652121,-79.368508,Buick,Regal,2016,black,3,True,True,True,True,False,True,True,False,True,True,True,False,True,True,181,138,141,165,96
241,43.688346,-79.48396,Buick,Regal,1997,black,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61,39,40,22,21
246,43.693137,-79.462178,KIA,K900,2004,black,3,True,True,True,True,False,False,False,False,False,False,False,True,True,False,106,93,100,107,76
249,43.649911,-79.391182,Buick,Regal,2000,white,5,False,False,True,True,False,True,False,False,False,False,False,False,False,False,36,31,19,18,19
255,43.636348,-79.399708,Chevrolet,Sonic,2007,gray,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2,1,0,0,0
259,43.642615,-79.402262,Hyundai,Santa Fe,2003,silver,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,102,119,67,79,85
268,43.638993,-79.400615,Hyundai,Elantra,2009,red,3,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0
272,43.63885,-79.39205,GMC,Danyon,2009,purple,3,True,False,True,True,True,False,False,False,False,True,False,True,False,True,151,154,172,90,50
281,43.69305,-79.462139,GMC,Sierra,2011,white,4,True,True,True,False,True,False,True,False,True,False,True,False,True,True,207,222,239,143,83
288,43.640628,-79.38334,GMC,Yukon,1999,silver,3,True,True,False,True,False,True,False,False,True,True,True,False,False,True,215,129,164,177,76
291,43.695754,-79.450359,Ford,Explorer,2014,white,1,False,True,True,True,False,True,True,True,False,False,True,True,False,True,185,173,129,148,113
300,43.641968,-79.40182,Toyota,Corolla,2013,silver,4,True,True,True,True,False,False,False,False,True,False,True,False,False,True,54,69,70,69,50
303,43.642359,-79.383966,VW,Jetta,2015,white,2,True,True,True,True,True,False,False,False,True,True,False,False,False,False,118,119,90,48,36
308,43.656427,-79.407693,BMW,X3,2009,silver,2,True,True,True,True,False,True,True,True,False,False,True,True,False,True,219,189,129,135,142
317,43.654871,-79.376528,Hyundai,Tucson,2010,silver,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19,19,16,13,9
323,43.648712,-79.396492,Toyota,Yaris,2015,blue,4,True,True,True,True,False,False,True,False,True,False,False,False,False,True,174,92,106,53,58
332,43.68554,-79.446144,VW,Jetta,2000,white,3,True,True,True,True,False,False,False,False,True,False,False,False,False,True,114,60,66,58,47
339,43.638829,-79.39256,VW,Tiguan,2011,silver,5,True,True,True,False,False,False,False,False,True,False,False,False,False,False,56,32,34,21,7
341,43.640648,-79.383316,Ford,Mustang,2000,gray,2,False,True,True,True,False,False,False,False,True,False,False,False,False,False,3,2,1,1,1
348,43.695798,-79.4503,VW,Tiguan,2003,red,1,True,False,True,True,False,False,False,False,False,True,False,False,True,False,32,32,41,20,20
351,43.644701,-79.384959,KIA,Carens,2004,red,4,True,True,True,True,True,False,True,True,False,False,True,False,True,True,192,212,255,285,156
357,43.69317,-79.462111,Toyota,Verso,2011,silver,4,False,True,False,True,False,False,False,False,False,False,False,False,True,False,105,120,112,97,32
362,43.688385,-79.48312,KIA,Rio,2005,silver,4,True,True,True,True,False,True,False,False,True,False,False,False,False,True,110,102,93,65,64
366,43.688372,-79.48379,Ford,Escape,2016,blue,4,True,True,False,True,False,False,False,False,True,False,False,False,False,True,198,109,80,49,42
368,43.642337,-79.383998,Honda,CR-V,2014,gray,3,True,True,True,True,False,False,False,True,True,False,False,False,False,False,25,13,10,12,3
370,43.636312,-79.399718,VW,Passat,2014,silver,2,True,False,False,True,True,False,False,True,True,False,False,False,False,False,93,65,34,29,20
375,43.652331,79.406114,Mercedes,A-Klasse,2011,gray,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,101,55,70,83,62
376,43.638986,-79.400672,Honda,Civic Tourer,2006,white,1,True,True,True,True,True,False,False,False,True,False,False,False,False,True,78,88,87,78,76
384,43.638809,-79.39212,Hyundai,Sonata,2007,purple,2,True,True,True,False,True,False,True,False,True,False,False,True,False,False,183,116,130,154,153
393,43.674853,-79.407169,Hyundai,Accent,1999,silver,3,True,True,True,True,True,False,True,True,True,True,True,False,True,True,199,144,181,214,221
395,43.642653,-79.402243,Hyundai,Accent,2013,green,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,85,48,52,34,25
397,43.638966,-79.400662,Hyundai,Santa Fe,1997,gray,1,True,True,True,True,True,True,True,False,True,False,False,False,True,True,130,91,104,104,105
401,43.642329,-79.383908,Chevrolet,Camero,2004,white,1,True,True,True,True,False,False,True,False,True,False,True,True,True,True,176,173,179,181,90
407,43.64237,-79.383968,Fiat,Punto,2014,black,4,True,False,True,True,False,False,False,False,True,False,False,False,False,False,52,48,45,39,29
415,43.64506,-79.397518,Hyundai,Elantra,2015,black,5,False,False,True,True,False,False,False,False,False,False,False,False,False,True,37,19,9,8,6
425,43.648789,-79.396459,Ford,S-Max,2009,white,5,False,True,True,False,False,False,False,False,True,False,True,False,False,False,188,156,119,49,17
430,43.693166,-79.462198,Toyota,Yaris,2015,red,1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,67,46,36,37,31
436,43.693176,-79.462122,Chevrolet,Camaro,2007,purple,3,True,True,True,True,True,True,True,False,True,False,True,True,False,True,183,235,295,163,138
441,43.6454,-79.395231,Honda,Civic Limousine,2000,white,4,True,True,True,False,False,False,False,True,True,False,False,False,False,True,178,122,64,57,43
446,43.636322,-79.399792,Ford,C-Max,2008,blue,1,False,True,True,True,False,False,False,True,False,False,False,False,False,True,101,84,43,33,28
451,43.646562,-79.389723,Mercedes,G-Klasse,2015,red,4,False,True,True,True,False,False,False,False,False,False,False,False,False,True,42,53,61,72,23
453,43.642609,-79.402272,Honda,Civi,2008,gray,1,True,True,True,True,True,True,True,True,False,True,False,True,True,False,217,188,152,168,136
461,43.65705,-79.36538,VW,Passat,2005,white,5,False,True,True,True,False,False,False,False,False,False,False,False,False,False,62,61,65,39,28
467,43.642303,-79.38393,Audi,A5,1999,yellow,4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,43,45,26,18,6
476,43.63887,-79.39223,Porsche,911 Carrera,2007,silver,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,17,12,8,8,3
477,43.642321,-79.383917,Ford,Superduty,2014,blue,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,93,99,69,70,38
480,43.64543,-79.395278,GMC,Terrain,2014,blue,1,True,True,True,True,False,False,False,True,True,False,False,False,False,True,68,81,100,82,45
481,43.65645,-79.407684,Hyundai,Sonata,1999,silver,4,False,True,True,True,True,False,True,False,False,False,True,True,True,False,193,151,196,119,50
491,43.65314,-79.375607,Toyota,Verso,2003,purple,2,True,True,True,True,False,False,False,False,True,True,False,False,False,True,23,26,17,7,2
494,43.674875,-79.407161,BMW,4er,2013,white,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20,15,11,13,8
499,43.638859,-79.39204,Toyota,Auris,2009,purple,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,100,62,56,23,6
505,43.649937,-79.391135,BMW,1er,2016,white,2,True,True,True,True,False,False,False,False,True,False,False,False,False,False,113,100,56,65,52
509,43.695798,-79.450306,Hyundai,Tucson,1998,gray,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,106,82,45,54,25
518,43.64548,-79.395216,Honda,Civic Limousine,2003,black,5,True,True,True,True,True,True,False,False,False,False,True,False,False,True,127,154,180,179,60
520,43.688312,-79.48325,Chevrolet,Sonic,2007,blue,1,True,True,True,True,False,True,False,False,True,False,False,True,False,False,108,101,64,64,45
530,43.636397,-79.39974,Buick,Regal,1999,silver,5,True,True,True,True,False,True,True,True,False,False,True,True,True,False,146,172,157,99,70
536,43.64237,-79.383998,KIA,Sedona,2003,gray,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,119,81,40,17,18
539,43.638859,-79.39294,Hyundai,Santa Fe,1997,gray,2,True,True,True,True,True,False,False,True,True,True,False,False,False,True,161,180,199,139,57
545,43.64433,-79.376968,VW,Tiguan,2009,gray,3,False,True,False,True,False,False,True,False,False,False,False,False,False,True,113,66,55,24,26
552,43.648721,-79.396457,Chevrolet,Sonic,2013,black,2,True,False,True,False,False,False,True,False,True,False,False,False,False,False,65,52,44,20,7
559,43.641406,-79.398828,Mercedes,A-Klasse,2007,gray,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,170,136,91,88,36
562,43.641413,-79.398878,VW,Tiguan,1998,white,4,False,True,True,False,False,False,False,False,False,False,False,True,False,True,127,74,47,29,10
564,43.641498,-79.398804,KIA,Optima,2010,white,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,93,58,31,19,13
567,43.674858,-79.407104,VW,Tiguan,1999,gray,1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,100,91,54,30,18
574,43.640675,-79.3833,KIA,Optima,2004,blue,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36,31,33,27,12
577,43.644762,-79.384976,Toyota,Verso,1998,black,4,True,False,True,False,False,False,False,False,False,False,False,False,False,True,112,57,50,56,31
580,43.640613,-79.383331,Audi,A4,2015,white,5,True,True,True,False,False,False,False,False,False,False,False,False,False,False,24,25,16,11,12
585,43.693162,-79.462146,BMW,1er,2010,silver,2,True,True,True,False,False,False,True,False,True,True,True,True,False,True,160,181,204,200,100
593,43.638896,-79.39227,BMW,5er,2010,green,4,True,False,False,True,False,False,False,False,False,False,False,True,False,False,167,108,56,54,27
600,43.638978,-79.400626,Chevrolet,Suburban,2003,gray,4,True,True,True,True,False,False,True,True,False,False,False,True,False,True,163,196,204,141,145
610,43.658594,-79.384862,Ford,Fusion,2000,silver,3,True,True,True,True,False,False,False,False,True,False,False,False,False,True,205,159,105,47,45
613,43.636342,-79.3997,Ford,Fiesta,2014,white,5,True,True,True,False,False,False,False,False,True,False,True,False,False,False,68,42,44,33,11
614,43.644773,-79.38491,Honda,Civic Tourer,2007,red,3,True,False,True,True,False,False,False,False,False,False,False,False,False,False,14,10,13,8,6
618,43.646538,-79.389704,Hyundai,Accent,2001,black,5,True,False,True,False,False,False,False,False,False,False,False,True,False,False,131,90,49,36,24
625,43.658578,-79.384808,Honda,HR-V,2010,white,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,98,103,105,46,13
634,43.642389,-79.383954,VW,Tiguan,2012,blue,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,61,55,62,24,12
644,43.653165,-79.375609,BMW,5er,2016,red,5,True,False,True,True,False,False,False,False,False,False,False,False,False,True,19,10,11,7,2
645,43.653128,-79.375683,Ford,Escape,1999,blue,2,True,True,False,True,False,False,False,False,True,False,False,False,False,True,79,96,76,83,57
649,43.640652,-79.38336,KIA,Carens,2015,green,4,True,True,True,True,False,False,False,True,True,True,True,False,True,False,208,120,125,142,146
654,43.641451,-79.398841,Buick,Lacrosse,2010,black,4,False,False,True,True,False,False,False,False,True,False,False,False,False,True,10,11,14,6,4
661,43.65318,-79.375673,Toyota,Corolla,2012,black,5,False,False,True,False,False,False,True,False,False,False,True,False,True,False,179,215,111,103,55
667,43.642369,-79.383902,Porsche,GT3,2014,white,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170,210,134,57,20
675,43.644754,-79.384932,Chevrolet,Camero,2001,white,3,False,True,True,False,False,False,False,False,True,False,False,False,False,True,13,12,11,10,7
679,43.652178,-79.368532,Ford,Focus,2007,black,3,True,True,True,True,False,False,False,True,True,False,True,False,True,True,214,115,95,79,77
680,43.640685,-79.38336,Fiat,Punto,1999,white,2,True,True,True,True,False,False,False,True,True,False,True,False,True,False,74,88,98,103,78
684,43.645476,-79.395235,Honda,Civic Tourer,1999,silver,4,True,True,True,True,False,False,True,False,True,False,True,False,True,False,158,177,118,128,115
694,43.638922,-79.400673,KIA,Optima,1997,gray,1,False,True,True,True,False,True,True,False,False,False,True,True,True,True,200,176,196,95,73
699,43.654807,-79.376597,Toyota,Auris,2004,silver,3,True,False,True,True,False,False,False,False,False,False,False,False,False,True,148,161,81,86,48
706,43.652301,79.406165,Hyundai,Tucson,1999,purple,4,False,True,True,True,True,False,False,True,False,False,False,True,False,False,212,254,144,135,62
709,43.652323,79.40619,Honda,Jazz,2014,gray,5,True,True,True,True,True,False,True,True,False,True,False,True,True,False,219,150,155,62,41
717,43.661556,-79.409882,Hyundai,Santa Fe,2014,gray,3,True,True,True,True,False,False,False,False,False,True,True,False,True,True,192,196,123,82,58
726,43.652187,-79.368582,Honda,Jazz,2011,white,2,False,True,True,True,False,False,False,False,False,False,False,True,True,True,31,28,31,29,13
732,43.69346,-79.462178,GMC,Danyon,2012,white,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,39,32,26,11,12
741,43.653126,-79.375645,Ford,Explorer,2006,black,4,True,True,True,True,False,True,False,False,False,False,True,False,False,True,148,100,88,73,51
747,43.652366,79.406101,Ford,Mustang,2002,silver,3,False,True,True,False,False,True,False,False,False,False,False,False,False,False,21,22,26,15,5
750,43.638928,-79.40068,Mercedes,G-Klasse,1999,white,1,True,True,True,False,False,True,False,False,False,False,True,True,False,False,179,170,216,128,130
757,43.647467,-79.398622,VW,Jetta,2015,black,3,True,False,False,True,True,False,False,False,True,False,False,False,False,False,44,48,52,53,25
766,43.64239,-79.383971,BMW,X3,2003,white,3,False,True,False,True,True,True,False,True,False,False,True,False,True,True,129,139,169,94,39
775,43.636313,-79.39977,GMC,Yukon,2011,silver,5,True,True,False,True,False,False,False,False,False,False,False,False,False,False,127,93,54,35,34
781,43.65238,79.406103,Toyota,Auris,2011,gray,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,212,137,69,32,12
783,43.653194,-79.375673,Buick,Verano,2015,black,1,True,True,False,True,True,True,False,True,False,True,False,True,False,False,174,145,102,81,81
785,43.652372,79.406183,GMC,Sierra,2007,silver,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,32,17,16,11,5
790,43.646568,-79.389742,Audi,A4,2012,blue,3,True,True,True,False,False,False,True,False,True,False,False,False,False,True,30,26,21,12,11
794,43.652137,-79.368561,KIA,Sportage,2004,blue,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,46,29,36,18,6
796,43.638911,-79.40069,Hyundai,Elantra,2015,green,5,True,True,False,True,False,False,False,False,True,False,False,False,False,False,112,89,79,33,21
802,43.645416,-79.395213,Audi,A5,2015,silver,5,False,False,True,True,False,False,True,True,False,False,True,True,True,False,202,213,109,103,109
804,43.695705,-79.450387,VW,Golf,1998,gray,1,True,True,True,True,False,False,False,False,False,False,False,False,False,True,117,127,76,74,29
807,43.69396,-79.462171,Honda,Civic Tourer,2014,white,2,True,True,False,True,False,False,False,True,False,False,False,False,False,False,136,87,44,43,14
816,43.644741,-79.391796,Chevrolet,Camaro,2007,black,5,True,False,False,False,False,True,False,False,False,False,False,True,False,False,32,32,20,22,21
820,43.644744,-79.391797,Audi,Q5,1998,silver,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,55,37,19,18,10
829,43.644796,-79.384968,GMC,Danyon,2014,blue,5,True,False,True,True,False,False,False,False,False,False,False,False,False,True,176,120,78,82,40
833,43.656459,-79.407684,Toyota,Avensis,2010,black,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,121,80,91,36,14
841,43.69381,-79.462179,KIA,Rio,2003,white,4,False,True,False,True,False,True,False,False,False,False,True,False,True,True,167,138,125,133,126
849,43.638996,-79.400647,Audi,A4,2014,gray,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True,176,201,120,78,32
850,43.695731,-79.45031,Toyota,Auris,2014,white,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,92,47,45,46,20
852,43.641421,-79.398825,Fiat,Punto,2001,white,3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,108,113,85,34,17
859,43.646577,-79.389715,Audi,A6,2015,blue,4,True,True,True,False,True,False,False,False,False,False,False,False,False,False,153,187,136,58,53
869,43.649931,-79.391105,Toyota,Yaris,2003,white,3,True,False,True,True,True,False,True,True,False,False,True,True,True,True,212,275,244,206,215
879,43.638928,-79.400663,GMC,Danyon,2009,purple,4,True,True,True,True,True,True,True,True,True,True,True,False,True,True,217,282,348,178,114
887,43.641401,-79.398867,Hyundai,Accent,2004,white,5,True,True,False,False,True,True,False,False,False,True,True,False,False,False,210,123,146,129,56
893,43.638961,-79.400669,Honda,HR-V,2012,red,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,43,50,44,52,23
896,43.65786,-79.36548,Buick,Verano,2002,white,1,True,True,True,True,True,False,True,True,False,False,False,False,False,False,218,272,330,197,86
903,43.6578,-79.3658,Chevrolet,Tahoe,2001,white,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,53,28,31,17,13
910,43.695711,-79.450385,Ford,Explorer,2015,white,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,67,84,87,91,29
916,43.642328,-79.383989,VW,Golf,1999,silver,5,True,True,True,True,False,False,True,True,True,True,False,True,False,False,206,224,202,141,59
925,43.6406,-79.38331,BMW,3er,1999,red,2,True,False,True,False,False,False,False,False,False,False,False,False,False,True,42,34,20,15,12
926,43.656445,-79.407607,KIA,Cadenza,2002,gray,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18,11,14,13,5
928,43.693194,-79.462115,Hyundai,Accent,2012,gray,3,True,True,True,True,False,False,False,True,False,False,False,False,False,True,160,113,93,57,50
935,43.638836,-79.39286,Audi,Q5,2012,gray,4,True,False,False,True,True,False,False,False,True,False,False,False,False,False,34,21,18,13,8
936,43.644393,-79.376943,GMC,Yukon,2007,white,3,True,True,True,True,True,True,False,False,True,False,True,False,True,True,173,193,107,126,61
939,43.674875,-79.407108,Toyota,Avensis,1999,silver,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,86,86,46,51,34
949,43.65854,-79.38481,Toyota,Auris,2004,black,3,False,True,True,True,False,True,False,False,False,False,False,True,True,True,160,153,137,80,44
955,43.638918,-79.400625,Chevrolet,Cruze,2016,blue,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,194,133,71,81,54
963,43.652139,-79.36854,Mercedes,C-Klasse,2002,yellow,3,True,False,True,True,False,False,False,False,False,False,False,False,False,True,4,3,2,2,2
965,43.64475,-79.391757,Hyundai,Tucson,2012,gray,2,True,False,True,True,False,False,False,False,False,False,False,False,True,False,216,259,157,65,29
966,43.636342,-79.399792,Audi,A5,2011,black,1,True,True,False,True,False,True,True,True,True,False,True,True,False,False,199,124,114,96,103
967,43.642306,-79.38391,Honda,Jazz,2016,blue,3,True,False,True,True,False,False,False,False,True,False,False,False,False,True,14,8,5,2,0
970,43.695717,-79.450362,Ford,S-Max,2003,purple,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False,88,87,50,48,16
978,43.695748,-79.450356,Toyota,Corolla,2015,black,5,True,True,True,False,False,False,False,False,False,False,True,False,False,False,30,21,19,7,2
983,43.656405,-79.407688,BMW,4er,2002,black,4,True,True,True,True,False,True,True,True,False,True,True,True,True,False,180,203,248,172,107
991,43.642368,-79.383951,VW,Passat,2000,black,5,True,True,True,True,False,False,False,False,False,False,False,False,False,True,101,87,65,53,52
998,43.642644,-79.402295,GMC,Sierra,1997,white,3,False,True,True,True,False,False,False,False,False,False,False,False,False,False,129,66,36,30,10
1002,43.674818,-79.407187,Mercedes,E-Klasse,2003,silver,1,True,True,True,True,False,True,False,True,False,False,False,True,True,True,138,143,143,109,98
1010,43.695784,-79.450348,BMW,2er,2003,black,3,True,True,True,True,False,False,True,False,False,False,False,False,False,False,68,52,67,60,63
1017,43.69335,-79.462145,Audi,A5,1999,gray,3,True,True,True,False,False,False,False,False,False,False,False,False,False,False,69,68,66,48,28
1026,43.640669,-79.383306,Audi,A4,2013,black,3,True,False,True,False,True,False,True,True,False,True,True,True,True,False,177,108,132,96,84
1031,43.640643,-79.38333,Ford,Fiesta,2008,red,1,True,True,True,False,False,False,False,False,False,False,False,False,False,True,111,66,74,30,20
1040,43.638848,-79.39207,Fiat,500,2013,black,3,True,False,True,False,True,False,False,False,False,False,False,False,False,True,32,25,32,28,20
1046,43.644747,-79.391793,Mercedes,A-Klasse,2005,gray,1,True,True,True,True,True,False,False,True,True,True,True,True,False,False,170,209,197,126,60
1053,43.636331,-79.399799,Hyundai,Elantra,1997,silver,4,True,True,True,True,True,False,True,True,True,False,True,False,True,True,195,152,138,112,111
1055,43.646509,-79.389745,VW,Tiguan,2010,red,3,True,True,True,True,True,False,False,False,False,False,False,False,False,False,124,92,57,56,56
1057,43.648714,-79.396495,Audi,A5,2004,silver,2,True,True,True,True,False,False,False,False,True,False,False,True,False,False,137,127,103,50,54
1066,43.64474,-79.391703,Mercedes,C-Klasse,2012,blue,4,True,True,True,True,False,False,False,False,False,False,False,True,False,False,134,68,46,55,57
1075,43.642347,-79.383919,Toyota,Yaris,2004,silver,3,True,False,True,True,False,False,False,False,True,False,True,True,False,True,162,192,146,172,135
1084,43.64476,-79.391742,Mercedes,C-Klasse,2001,silver,4,False,True,True,True,False,True,False,False,False,False,False,True,False,True,13,15,17,14,15
1091,43.63635,-79.399753,Ford,Mustang,2009,black,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,71,81,86,60,26
1095,43.638801,-79.39283,Toyota,Verso,2012,white,5,False,True,False,True,False,False,False,False,False,False,True,False,False,False,53,37,26,19,13
1098,43.642361,-79.383944,GMC,Danyon,2011,blue,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17,9,9,4,1
1105,43.653146,-79.375618,Hyundai,Accent,2016,white,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,67,81,73,81,70
1111,43.653158,-79.37562,Audi,A6,1997,black,2,True,True,True,True,False,True,False,False,False,False,False,False,False,True,73,61,63,46,40
1112,43.653179,-79.37565,Toyota,Avensis,2013,blue,5,True,True,True,False,True,True,True,True,False,True,True,False,False,False,220,172,162,154,161
1118,43.64238,-79.383949,Mercedes,C-Klasse,2008,blue,2,True,False,True,True,False,False,True,False,False,False,True,True,True,False,124,136,103,123,66
1127,43.638906,-79.40065,Toyota,Corolla,1997,red,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,72,41,52,40,30
